time,ax,ay,az,am,rx,ry,rz,rm,movement
5.7220458984375e-06,-0.973876953125,-0.020751953125,0.231201171875,1.0042357442108472,-1.52587890625,-7.8125,-0.152587890625,1.2678575486963497,0
0.34590744972229,-0.941650390625,-0.011474609375,0.268310546875,0.9861618959456436,-1.800537109375,0.823974609375,0.42724609375,3.0309348188318204,0
0.3653287887573242,-0.935791015625,-0.006103515625,0.28466796875,0.9745378792937736,-5.035400390625,1.03759765625,1.007080078125,5.403593744846524,0
0.3844842910766601,-0.927490234375,-0.019287109375,0.308349609375,0.981418256244364,-4.94384765625,1.983642578125,1.007080078125,4.848358669002808,0
0.4036900997161865,-0.94970703125,-0.042724609375,0.29248046875,0.9990214387905378,-3.2958984375,1.5869140625,0.091552734375,3.084540714964179,0
0.4229662418365478,-0.956298828125,-0.04541015625,0.269287109375,0.9890539593802428,-1.220703125,1.861572265625,-0.79345703125,2.724281482723609,0
0.4420819282531738,-0.9208984375,-0.03173828125,0.285400390625,0.9737387458924636,0.91552734375,4.180908203125,-1.129150390625,4.499247435054227,0
0.4606449604034424,-0.946533203125,-0.029296875,0.310791015625,0.998434778964972,0.42724609375,3.7841796875,-0.91552734375,3.852594952969606,0
0.4778821468353271,-0.95263671875,-0.052490234375,0.30908203125,0.9905382100302532,1.03759765625,3.60107421875,-0.732421875,4.373074175812049,0
0.4950995445251465,-0.923828125,-0.042724609375,0.30712890625,0.9672151835828996,1.3427734375,5.889892578125,-1.007080078125,7.058670301080331,0
0.5122289657592773,-0.913818359375,-0.03564453125,0.33203125,0.981830456826352,1.922607421875,7.8125,-0.732421875,8.022641199075347,0
0.5296235084533691,-0.93994140625,-0.016845703125,0.330322265625,1.0024597493317644,0.79345703125,7.232666015625,-0.335693359375,7.339588568912328,0
0.5468485355377197,-0.958740234375,-0.02001953125,0.299560546875,0.9997737449750868,0.06103515625,15.594482421875,-0.06103515625,7.6392758276262756,0
0.5640847682952881,-0.95654296875,-0.029541015625,0.2568359375,0.9888354168828216,0.9765625,8.056640625,0.48828125,7.81238078980094,0
0.5812339782714844,-0.979248046875,-0.037841796875,0.20751953125,1.0088630641741183,0.18310546875,7.171630859375,1.03759765625,10.605725589122086,0
0.5984950065612793,-0.98974609375,-0.03125,0.197265625,1.0104072347508832,1.678466796875,5.9814453125,0.274658203125,5.687251798223424,0
0.615670919418335,-1.030517578125,-0.029052734375,0.174560546875,1.0420749277515369,2.777099609375,2.197265625,7.6904296875,3.38758863565397,0
0.6328821182250977,-0.99072265625,-0.001708984375,0.1650390625,0.9918735638267344,2.288818359375,1.434326171875,-0.335693359375,2.056486277933526,0
0.6500973701477051,-0.97607421875,-0.030029296875,0.174072265625,0.9957972964279792,-1.28173828125,-0.1220703125,1.220703125,2.4301268373557683,0
0.6673738956451416,-0.990966796875,-0.01123046875,0.189208984375,1.0097613159323855,-4.852294921875,-1.3427734375,1.922607421875,5.652511262026217,0
0.6845674514770508,-0.972900390625,-0.033935546875,0.227294921875,0.9943214357000838,-5.401611328125,-1.77001953125,2.50244140625,6.514055506720098,0
0.7017781734466553,-0.979248046875,-0.046875,0.235595703125,1.006503178750186,-5.79833984375,-4.21142578125,2.38037109375,7.518047334969285,0
0.7189900875091553,-0.97216796875,-0.03173828125,0.222412109375,0.991352240351568,-5.218505859375,-4.45556640625,2.105712890625,7.059659783443726,0
0.7362079620361328,-0.998291015625,-0.019287109375,0.247802734375,1.001030480398077,-4.2724609375,-4.791259765625,2.227783203125,6.91753461909067,0
0.7534289360046387,-0.964111328125,-0.01953125,0.274658203125,1.0053081891101143,-3.814697265625,-5.9814453125,1.617431640625,7.05820849517292,0
0.7706794738769531,-0.94970703125,-0.017822265625,0.310302734375,0.9914866698153378,-3.936767578125,-5.157470703125,1.52587890625,6.818066807340406,0
0.7878689765930176,-0.951416015625,-0.02978515625,0.296630859375,0.99782856981746,-3.570556640625,-5.767822265625,1.40380859375,6.811438665922148,0
0.8050599098205566,-0.933837890625,-0.033447265625,0.293701171875,0.9742681177229844,-3.60107421875,-4.2724609375,1.52587890625,5.0184484716645015,0
0.8223540782928467,-0.904296875,-0.03271484375,0.3427734375,0.9776280807526568,-3.387451171875,-1.89208984375,1.617431640625,3.84242849970942,0
0.8396313190460205,-0.921875,-0.036865234375,0.35791015625,0.995692333044724,-2.410888671875,-1.739501953125,1.3427734375,3.432108378786511,0
0.8569037914276123,-0.922607421875,-0.0302734375,0.335693359375,0.97682021745868,-1.861572265625,-0.79345703125,1.068115234375,1.9526481046199209,0
0.8740887641906738,-0.933349609375,-0.021728515625,0.296875,0.9534774503836982,-1.373291015625,0.1220703125,0.48828125,1.1568537244277872,0
0.8913328647613525,-0.9384765625,-0.0322265625,0.309326171875,0.9695966773815006,0.3662109375,1.007080078125,-0.3662109375,1.8497781324086595,0
0.9085381031036376,-0.959228515625,-0.0234375,0.27978515625,1.007922410516246,1.15966796875,1.312255859375,0.1220703125,1.676801375465839,0
0.9257655143737792,-0.949951171875,-0.007568359375,0.306396484375,1.0032291132532458,0.1220703125,1.28173828125,0.457763671875,1.2638109888213291,0
0.9430043697357178,-0.919677734375,0.003173828125,0.31494140625,0.98820781811901,-2.655029296875,3.021240234375,1.556396484375,5.498671419978785,0
0.9602868556976318,-0.88427734375,0.01025390625,0.356689453125,0.9687840240410251,-5.096435546875,4.45556640625,2.50244140625,7.9341594883128,0
0.9774942398071288,-0.955078125,-0.02294921875,0.333984375,1.0165507279144514,-5.859375,3.997802734375,2.655029296875,7.063352626207415,0
0.994727373123169,-0.949951171875,-0.060791015625,0.288818359375,0.980964991004136,-2.44140625,4.180908203125,1.15966796875,4.818396046672509,0
1.011929273605347,-0.95458984375,-0.0673828125,0.240966796875,0.9954453994917516,1.03759765625,4.791259765625,0.518798828125,4.742121348791629,0
1.029088258743286,-0.97509765625,-0.033447265625,0.24609375,1.0020302785573962,1.953125,3.570556640625,0.457763671875,3.268231724995173,0
1.0462965965270996,-0.9765625,-0.01220703125,0.23486328125,0.9902095152012306,0.30517578125,2.532958984375,1.373291015625,3.2643824682090035,0
1.0635879039764404,-0.962646484375,-0.021240234375,0.246337890625,0.9958786376852212,-0.244140625,1.922607421875,2.960205078125,3.7770357686895024,0
1.0807247161865234,-0.93896484375,-0.021484375,0.275634765625,1.0079363961172645,-2.5634765625,2.655029296875,3.662109375,6.077903415004466,0
1.0979280471801758,-0.915771484375,-0.0263671875,0.328857421875,0.9733789049763164,-4.7607421875,3.753662109375,5.31005859375,8.49841952005523,0
1.115159511566162,-0.929443359375,-0.01318359375,0.333251953125,0.9887304076943452,-7.171630859375,4.486083984375,5.67626953125,10.607042705155736,0
1.1324055194854736,-0.913330078125,0.002685546875,0.3359375,0.9638244866803942,-0.06103515625,6.622314453125,6.744384765625,12.790324396459086,0
1.1495440006256104,-0.91943359375,0.0126953125,0.3349609375,0.9849014993494872,-10.284423828125,7.62939453125,6.8359375,14.656319087339456,0
1.166990041732788,-0.96240234375,-0.01904296875,0.296875,1.0083682280143191,-11.65771484375,6.134033203125,6.927490234375,14.264413533575102,0
1.1841976642608645,-0.986572265625,-0.054931640625,0.233154296875,1.024359513422314,-8.453369140625,2.74658203125,4.5166015625,8.198103048701327,0
1.2014005184173584,-1.017333984375,-0.1240234375,0.1669921875,1.030850246283502,-1.89208984375,-1.953125,2.655029296875,3.48609068673742,0
1.218688726425171,-0.984619140625,-0.05859375,0.140380859375,0.9946188085808462,3.448486328125,-3.5400390625,0.885009765625,5.717222087804482,0
1.2358613014221191,-1.0224609375,-0.02734375,0.123779296875,1.0288440207603935,3.35693359375,-4.150390625,-0.335693359375,4.621171565299531,0
1.253087282180786,-1.0087890625,-0.030517578125,0.133544921875,1.00389746279897,0.6103515625,-2.8076171875,1.068115234375,3.2327032975143704,0
1.270327091217041,-0.916015625,0.075927734375,0.27880859375,0.9595246512032845,0.152587890625,-0.152587890625,2.44140625,2.808446347078485,0
1.2874877452850342,-0.904296875,0.104736328125,0.393798828125,1.0080327525210586,-5.92041015625,0.0,4.39453125,9.247077963645896,0
1.3047020435333252,-0.920166015625,0.09130859375,0.41015625,0.9982829253367304,-14.007568359375,-1.922607421875,5.37109375,16.41476954916829,0
1.321950912475586,-0.892333984375,0.038330078125,0.33349609375,0.9453587481322292,-17.333984375,0.457763671875,5.950927734375,18.34187688313476,0
1.33921217918396,-0.882568359375,-0.013916015625,0.333740234375,0.9421502177135724,-15.106201171875,6.9580078125,5.43212890625,16.8153793960724,0
1.356492280960083,-0.902587890625,-0.0576171875,0.382568359375,1.010052254760289,-10.498046875,8.9111328125,4.33349609375,13.56831566323229,0
1.3737173080444336,-0.935791015625,-0.07958984375,0.393798828125,1.0080062325148682,-6.317138671875,7.2021484375,3.11279296875,8.711418942545597,0
1.3909766674041748,-0.89990234375,-0.03369140625,0.35302734375,0.957213995476847,-2.227783203125,5.9814453125,1.03759765625,5.901582018653562,0
1.4081971645355225,-0.9130859375,-0.006591796875,0.2685546875,0.9519717634565528,-0.1220703125,6.77490234375,-0.1220703125,10.989125213595967,0
1.425370216369629,-0.90380859375,0.0048828125,0.25146484375,0.9357776397059632,3.326416015625,12.603759765625,-0.335693359375,14.53389846087798,0
1.4426331520080566,-0.957763671875,0.058349609375,0.2490234375,1.0126875727182083,1.312255859375,16.66259765625,-1.52587890625,16.65921578654108,0
1.4598915576934814,-1.041259765625,0.047607421875,0.285888671875,1.0923968800689805,-2.62451171875,11.23046875,1.068115234375,10.030445972793808,0
1.4771015644073486,-1.01416015625,0.021484375,0.26708984375,1.0204093630087865,-9.21630859375,4.45556640625,4.119873046875,12.155078961470144,0
1.494309663772583,-0.96728515625,-0.03955078125,0.18017578125,0.9789206452768774,-11.749267578125,5.889892578125,6.40869140625,14.841084491928502,0
1.5115413665771484,-0.945068359375,-0.07275390625,0.1826171875,0.9663187405215908,-7.720947265625,8.941650390625,4.791259765625,11.703560840145911,0
1.528693914413452,-0.9697265625,-0.104248046875,0.193603515625,1.00086240536162,-1.28173828125,8.85009765625,3.997802734375,10.099843081704725,0
1.5459465980529783,-0.9541015625,-0.075927734375,0.29296875,1.0044473755639227,2.197265625,9.8876953125,3.692626953125,10.742057452715118,0
1.563232183456421,-0.962646484375,-0.0283203125,0.332275390625,1.036459221512048,2.62451171875,7.87353515625,3.662109375,7.93251597879858,0
1.5804264545440674,-0.996826171875,0.013671875,0.304443359375,1.029764376883318,0.3662109375,3.814697265625,6.16455078125,7.576353711637967,0
1.5975933074951172,-0.927978515625,0.073974609375,0.2646484375,0.9480553864363016,-4.058837890625,7.568359375,6.89697265625,12.090700886405164,0
1.6148240566253662,-0.916259765625,0.04638671875,0.257568359375,0.9790353822285772,-7.232666015625,9.307861328125,7.904052734375,14.070721712997932,0
1.6319925785064695,-1.008056640625,-0.014404296875,0.237548828125,1.0477797456076507,-5.615234375,6.65283203125,7.965087890625,17.197054678095938,0
1.6491985321044922,-1.033447265625,-0.0322265625,0.20556640625,1.053947245462918,-0.335693359375,2.777099609375,7.049560546875,6.837572174807153,0
1.6665585041046145,-0.998291015625,-0.046875,0.156494140625,0.9999925493916472,3.90625,1.77001953125,6.744384765625,8.864502857498913,0
1.6837475299835205,-0.93505859375,-0.047119140625,0.1923828125,0.9436342458915032,3.814697265625,6.072998046875,8.9111328125,12.377539935173743,0
1.7009732723236084,-0.934326171875,-0.092041015625,0.2275390625,0.9763089880907302,1.220703125,8.026123046875,12.451171875,15.065796115538864,0
